   4.6000000e+01	   4.6000000e+01	   4.6000000e+01	   4.6000000e+01	   4.6000000e+01	   4.6000000e+01	   4.6000000e+01	   4.6000000e+01	   4.6000000e+01	   4.6000000e+01	
   9.5960000e+01	   9.5929000e+01	   9.5957000e+01	   9.5990000e+01	   9.5895000e+01	   9.5924000e+01	   9.5913000e+01	   9.5959000e+01	   9.5923000e+01	   9.5959000e+01	
   1.4599900e+02	   1.4602000e+02	   1.4602600e+02	   1.4605200e+02	   1.4600700e+02	   1.4598400e+02	   1.4597900e+02	   1.4605400e+02	   1.4599700e+02	   1.4602600e+02	
   1.9602100e+02	   1.9602600e+02	   1.9606900e+02	   1.9603000e+02	   1.9598700e+02	   1.9604600e+02	   1.9596100e+02	   1.9601500e+02	   1.9606100e+02	   1.9602300e+02	
   2.4598600e+02	   2.4603000e+02	   2.4599800e+02	   2.4606000e+02	   2.4600700e+02	   2.4606900e+02	   2.4599600e+02	   2.4603800e+02	   2.4602900e+02	   2.4605900e+02	
   2.9597000e+02	   2.9602300e+02	   2.9605300e+02	   2.9596000e+02	   2.9603400e+02	   2.9598200e+02	   2.9600400e+02	   2.9595800e+02	   2.9598700e+02	   2.9601600e+02	
   3.4595300e+02	   3.4600100e+02	   3.4602100e+02	   3.4602500e+02	   3.4601800e+02	   3.4596500e+02	   3.4597400e+02	   3.4601300e+02	   3.4604900e+02	   3.4602500e+02	
   3.9595500e+02	   3.9597500e+02	   3.9597600e+02	   3.9600500e+02	   3.9597300e+02	   3.9596800e+02	   3.9591700e+02	   3.9598700e+02	   3.9597200e+02	   3.9599400e+02	
   4.4592200e+02	   4.4599600e+02	   4.4595800e+02	   4.4588400e+02	   4.4597200e+02	   4.4593600e+02	   4.4589000e+02	   4.4596200e+02	   4.4590500e+02	   4.4599000e+02	
   4.9590000e+02	   4.9593900e+02	   4.9595000e+02	   4.9593900e+02	   4.9590300e+02	   4.9594900e+02	   4.9588800e+02	   4.9592900e+02	   4.9593400e+02	   4.9594100e+02	
   5.4597700e+02	   5.4604400e+02	   5.4601700e+02	   5.4606200e+02	   5.4598000e+02	   5.4600600e+02	   5.4595000e+02	   5.4601900e+02	   5.4598700e+02	   5.4601100e+02	
   5.9605500e+02	   5.9604000e+02	   5.9607400e+02	   5.9608500e+02	   5.9600400e+02	   5.9603100e+02	   5.9599300e+02	   5.9601300e+02	   5.9599900e+02	   5.9605000e+02	
   6.4600200e+02	   6.4602300e+02	   6.4600900e+02	   6.4607300e+02	   6.4602600e+02	   6.4601700e+02	   6.4595800e+02	   6.4601400e+02	   6.4601800e+02	   6.4604300e+02	
   6.9601600e+02	   6.9609200e+02	   6.9602900e+02	   6.9601000e+02	   6.9602200e+02	   6.9603700e+02	   6.9594800e+02	   6.9597900e+02	   6.9603200e+02	   6.9604100e+02	
   7.4600000e+02	   7.4600000e+02	   7.4600000e+02	   7.4600000e+02	   7.4600000e+02	   7.4600000e+02	   7.4600000e+02	   7.4600000e+02	   7.4600000e+02	   7.4600000e+02	
   7.9600000e+02	   7.9600000e+02	   7.9600000e+02	   7.9600000e+02	   7.9600000e+02	   7.9600000e+02	   7.9600000e+02	   7.9600000e+02	   7.9600000e+02	   7.9600000e+02	
   4.6000000e+01	   4.6000000e+01	   4.6000000e+01	   4.6000000e+01	   4.6000000e+01	   4.6000000e+01	   4.6000000e+01	   4.6000000e+01	   4.6000000e+01	   4.6000000e+01	
   9.5324000e+01	   9.5243000e+01	   9.5112000e+01	   9.4372000e+01	   9.3179000e+01	   9.3000000e+01	   9.2623000e+01	   9.3000000e+01	   9.3000000e+01	   9.3659000e+01	
   1.4604000e+02	   1.4600000e+02	   1.4603400e+02	   1.4602300e+02	   1.4602900e+02	   1.4598600e+02	   1.4593600e+02	   1.4595400e+02	   1.4600500e+02	   1.4603200e+02	
   1.9596800e+02	   1.9597500e+02	   1.9601100e+02	   1.9600100e+02	   1.9597200e+02	   1.9597500e+02	   1.9595400e+02	   1.9600200e+02	   1.9600200e+02	   1.9600400e+02	
   2.4596400e+02	   2.4597000e+02	   2.4598800e+02	   2.4601600e+02	   2.4596000e+02	   2.4596000e+02	   2.4594400e+02	   2.4598600e+02	   2.4598800e+02	   2.4598000e+02	
