   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	
   1.3099400e+02	   1.3107000e+02	   1.3116900e+02	   1.3110100e+02	   1.3118800e+02	   1.3102200e+02	   1.3111300e+02	   1.3111300e+02	   1.3118900e+02	   1.3124200e+02	
   1.3099700e+02	   1.3103300e+02	   1.3105100e+02	   1.3107400e+02	   1.3114800e+02	   1.3108800e+02	   1.3111500e+02	   1.3118800e+02	   1.3117100e+02	   1.3117500e+02	
   1.3101900e+02	   1.3110700e+02	   1.3111000e+02	   1.3107100e+02	   1.3121400e+02	   1.3111600e+02	   1.3115000e+02	   1.3121000e+02	   1.3121100e+02	   1.3125200e+02	
   1.3105000e+02	   1.3113200e+02	   1.3117900e+02	   1.3111500e+02	   1.3119000e+02	   1.3106800e+02	   1.3111900e+02	   1.3103400e+02	   1.3118100e+02	   1.3121300e+02	
   1.3114400e+02	   1.3114100e+02	   1.3117200e+02	   1.3113800e+02	   1.3124900e+02	   1.3116600e+02	   1.3120000e+02	   1.3123100e+02	   1.3128100e+02	   1.3115000e+02	
   1.3101500e+02	   1.3103300e+02	   1.3106200e+02	   1.3104900e+02	   1.3115100e+02	   1.3112400e+02	   1.3113000e+02	   1.3108500e+02	   1.3116300e+02	   1.3121500e+02	
   1.3106600e+02	   1.3121200e+02	   1.3108100e+02	   1.3113800e+02	   1.3122300e+02	   1.3118000e+02	   1.3118400e+02	   1.3109600e+02	   1.3119000e+02	   1.3125300e+02	
   1.3096400e+02	   1.3107400e+02	   1.3113500e+02	   1.3111400e+02	   1.3123900e+02	   1.3115100e+02	   1.3127000e+02	   1.3113400e+02	   1.3120000e+02	   1.3118200e+02	
   1.3093600e+02	   1.3098200e+02	   1.3103200e+02	   1.3098800e+02	   1.3112900e+02	   1.3100900e+02	   1.3108100e+02	   1.3105400e+02	   1.3106400e+02	   1.3107700e+02	
   1.3101700e+02	   1.3104100e+02	   1.3104100e+02	   1.3108500e+02	   1.3113600e+02	   1.3110500e+02	   1.3112300e+02	   1.3111900e+02	   1.3113800e+02	   1.3118000e+02	
   1.3109600e+02	   1.3110000e+02	   1.3117400e+02	   1.3113300e+02	   1.3123400e+02	   1.3117500e+02	   1.3116300e+02	   1.3118600e+02	   1.3121300e+02	   1.3124100e+02	
   1.3104500e+02	   1.3112400e+02	   1.3111900e+02	   1.3108500e+02	   1.3120900e+02	   1.3107500e+02	   1.3115500e+02	   1.3116000e+02	   1.3122700e+02	   1.3120200e+02	
   1.3100800e+02	   1.3106700e+02	   1.3095300e+02	   1.3104500e+02	   1.3123200e+02	   1.3105400e+02	   1.3104500e+02	   1.3108300e+02	   1.3119700e+02	   1.3115600e+02	
   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	
   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	   1.3100000e+02	
   1.8100000e+02	   1.8100000e+02	   1.8100000e+02	   1.8100000e+02	   1.8100000e+02	   1.8100000e+02	   1.8100000e+02	   1.8100000e+02	   1.8100000e+02	   1.8100000e+02	
   1.8125500e+02	   1.8141100e+02	   1.8201200e+02	   1.8178000e+02	   1.8220900e+02	   1.8200000e+02	   1.8082000e+02	   1.8100000e+02	   1.8100000e+02	   1.8308700e+02	
